"time_utc","type","latitude","longitude","peak_current","ic_height","number_of_sensors"
"2023-03-01T09:29:00.116573536","1","-5.822593","-48.971784","2092.0","10960.0","6"
"2023-03-01T09:29:00.128060322","1","-5.787775","-48.941943","2697.0","19702.0","5"
"2023-03-01T09:30:23.673763454","0","-5.802182","-48.960866","-429545.0","0.0","19"
"2023-03-01T09:30:23.773873601","1","-5.799645","-48.972638","6804.0","9750.0","11"
"2023-03-01T09:30:23.776449920","1","-5.79812","-48.972489","7718.0","3013.0","12"
"2023-03-01T09:30:23.795045961","0","-5.807796","-48.961997","-37165.0","0.0","29"
"2023-03-01T09:30:23.826658474","0","-5.810667","-48.960485","-24929.0","0.0","27"
"2023-03-01T09:30:23.921801351","0","-5.745712","-49.018592","-6463.0","0.0","10"
"2023-03-01T09:30:24.017235836","1","-5.815325","-48.992503","2837.0","5625.0","6"
"2023-03-01T09:30:24.019337334","1","-5.82421","-48.998841","4011.0","9166.0","8"
"2023-03-01T09:31:35.484566496","0","-5.820967","-48.957579","-203881.0","0.0","25"
"2023-03-01T09:31:35.749990629","1","-5.758356","-48.943702","-6111.0","5460.0","8"
"2023-03-01T09:31:35.765293030","0","-5.799476","-48.972596","-44525.0","0.0","27"
"2023-03-01T09:31:35.812437192","1","-5.677448","-48.966122","-7503.0","7647.0","19"
"2023-03-01T09:31:35.824356934","0","-5.829199","-48.968098","-22604.0","0.0","24"
"2023-03-01T09:31:35.861384806","0","-5.830557","-48.969588","-22752.0","0.0","23"
"2023-03-01T09:31:35.898182446","0","-5.8312","-48.967951","-13048.0","0.0","19"
"2023-03-01T09:32:57.717923626","1","-5.818803","-48.979849","-27501.0","3561.0","21"
"2023-03-01T09:32:57.720345000","40","-5.8049","-49.0734","-78409.0","0.0","11"
"2023-03-01T09:33:00.111774129","1","-5.795222","-49.022539","3001.0","7503.0","8"
"2023-03-01T09:33:00.115122452","1","-5.801909","-49.026903","12581.0","6434.0","15"
"2023-03-01T09:33:00.118549807","1","-5.805228","-49.031529","6149.0","18198.0","13"
"2023-03-01T09:33:00.149355596","1","-5.828439","-49.039091","3046.0","6168.0","7"
"2023-03-01T09:33:00.165853487","1","-5.792964","-49.021203","1615.0","4675.0","5"
"2023-03-01T09:33:00.322381831","1","-5.798311","-48.982145","2224.0","7346.0","6"
"2023-03-01T09:33:00.324426147","1","-5.809147","-48.986662","3532.0","6796.0","8"
"2023-03-01T09:33:00.546008461","1","-5.712754","-49.022587","-19186.0","5482.0","17"
"2023-03-01T09:34:08.183779742","1","-5.780668","-49.025595","9237.0","9087.0","17"
"2023-03-01T09:34:08.187669603","1","-5.779762","-49.027124","2358.0","5125.0","6"
"2023-03-01T09:34:08.188923024","1","-5.780973","-49.032728","3307.0","3716.0","6"
"2023-03-01T09:34:08.192938579","1","-5.787529","-49.022322","2380.0","3779.0","6"
"2023-03-01T09:34:08.220677006","1","-5.79028","-49.022358","3035.0","11386.0","7"
"2023-03-01T09:34:08.246519646","0","-5.67068","-49.067209","12410.0","0.0","10"
"2023-03-01T09:34:08.247118171","1","-5.739825","-49.041617","-5981.0","5064.0","11"
"2023-03-01T09:34:08.294804335","0","-5.792494","-49.012163","6209.0","0.0","15"
"2023-03-01T09:34:08.297175323","0","-5.797327","-48.993169","4478.0","0.0","14"
"2023-03-01T09:34:08.339950998","1","-5.803571","-48.998196","2603.0","3604.0","7"
"2023-03-01T09:34:08.425074176","1","-5.795867","-48.949668","-2457.0","10624.0","6"
"2023-03-01T09:34:08.435198693","1","-5.707707","-48.95574","-4310.0","19890.0","15"
"2023-03-01T09:34:08.436088541","1","-5.810187","-48.959195","-2308.0","10961.0","6"
"2023-03-01T09:35:31.579679499","1","-5.792844","-49.008694","-55575.0","5007.0","24"
"2023-03-01T09:35:31.582340000","40","-5.8006","-49.0845","-271098.0","0.0","10"
"2023-03-01T09:35:31.941569703","0","-5.786775","-49.019991","-53144.0","0.0","22"
"2023-03-01T09:35:32.020556355","0","-5.786709","-49.024517","-46213.0","0.0","19"
"2023-03-01T09:35:32.057652198","0","-5.781871","-49.020907","-39941.0","0.0","19"
"2023-03-01T09:35:32.164527654","0","-5.80255","-49.051728","-9703.0","0.0","17"
"2023-03-01T09:36:30.647743251","0","-5.798684","-49.013435","123201.0","0.0","15"
"2023-03-01T09:36:30.648933973","1","-5.799138","-49.012064","3774.0","8435.0","7"
"2023-03-01T09:36:30.650053234","1","-5.727998","-48.980811","3898.0","9194.0","8"
"2023-03-01T09:36:30.759251598","1","-5.780861","-48.992199","-3565.0","6507.0","6"
"2023-03-01T09:36:30.808734705","0","-5.839613","-49.056846","-2078.0","0.0","5"
"2023-03-01T09:36:30.827580130","1","-5.858247","-49.040714","-2084.0","6125.0","5"
"2023-03-01T09:36:30.847968004","1","-5.844314","-49.017025","2191.0","3590.0","7"
"2023-03-01T09:36:30.868434881","1","-5.859264","-49.038062","2089.0","9085.0","6"
"2023-03-01T09:37:33.775778658","1","-5.821194","-49.041549","1771.0","5250.0","5"
"2023-03-01T09:37:33.777845777","0","-5.802265","-49.037499","11348.0","0.0","16"
"2023-03-01T09:37:33.778614949","1","-5.799302","-49.03594","-2125.0","13190.0","6"
"2023-03-01T09:37:33.783621169","0","-5.805103","-49.049603","5993.0","0.0","11"
"2023-03-01T09:37:33.789308431","1","-5.802812","-49.03535","4438.0","8950.0","10"
"2023-03-01T09:37:33.816622003","1","-5.779818","-49.014077","1937.0","11182.0","6"
"2023-03-01T09:37:33.837212552","1","-5.805366","-49.032353","3859.0","7937.0","8"
